drug_name,tested_both_sexes,species_unique,strain_unique,assay_unique,country_unique,articles_total,articles_blinding,articles_randomization,articles_welfare,target
glioma <> tamoxifen,0,2,1,4,2,3,0,0,0,0
glioma <> tem,0,2,1,3,2,2,0,0,1,0
glioma <> temsirolimus,1,2,1,5,3,4,0,1,2,0
glioma <> thalidomide,1,1,2,3,3,4,1,0,2,0
glioma <> tm-601,0,1,0,1,1,1,0,0,0,0
glioma <> toll-like receptor agonists,1,1,1,3,1,1,0,0,1,0
glioma <> vandetanib,1,1,1,1,1,2,0,0,2,0
glioma <> vinblastine,1,1,1,3,1,2,1,2,2,0
glioma <> vincristine,1,2,4,3,4,7,0,2,3,0
glioma <> zd 6474,1,1,1,1,1,2,0,0,2,0
glycogen storage disease ii <> alpha-glucosidase,1,1,2,5,1,1,0,0,1,0
"glycogen storage disease ii <> gaa protein, human",1,1,2,5,1,1,0,0,1,0
gne myopathy <> n-acetylmannosamine,1,1,1,2,3,4,0,1,4,0
grade iii glioma <> carboplatin,0,1,0,1,1,1,0,1,1,0
grade iii meningioma <> temozolomide,1,1,0,3,1,1,0,0,1,0
growth hormone-producing pituitary gland adenoma <> octreotide acetate,0,0,0,1,1,1,0,1,0,0
head injury <> atorvastatin,0,1,1,4,1,1,1,1,0,0
head injury <> ketamine,0,1,1,4,1,1,1,1,1,0
head injury <> propofol,1,1,2,3,2,2,1,2,2,0
headache disorder <> calcitonin gene-related peptide,1,2,6,4,4,7,1,0,6,0
headache disorder <> carbachol,1,1,1,1,1,1,0,0,0,0
headache disorder <> ergotamine,1,0,0,1,1,1,0,0,0,0
"headache disorder <> intestinal peptide, vasoactive",0,1,1,1,1,1,0,0,1,0
headache disorder <> lbr-101,0,1,0,2,1,1,0,0,1,0
headache disorder <> midazolam,0,1,0,2,1,1,0,0,1,0
headache disorder <> naloxone,0,2,2,3,2,3,0,2,3,0
headache disorder <> naratriptan,0,1,2,4,2,2,0,0,1,0
headache disorder <> oxytocin,1,1,1,2,1,2,2,1,2,0
headache disorder <> pacap38,1,2,4,4,5,5,1,0,5,0
headache disorder <> somatostatin,0,1,1,2,1,1,0,0,0,0
headache disorder <> somatostatin analog,0,2,2,1,1,1,0,0,0,0
hearing loss disorder <> acetylcysteine,1,3,10,5,9,13,3,3,12,0
hearing loss disorder <> aspirin,0,2,1,4,2,2,0,0,1,0
hearing loss disorder <> bevacizumab,0,1,0,2,1,1,0,0,0,0
hearing loss disorder <> ebselen,0,1,0,2,1,1,0,0,0,0
hearing loss disorder <> hpn-07,0,1,3,3,1,1,0,1,1,0
hearing loss disorder <> prednisone,0,0,0,1,1,1,0,0,0,0
hearing loss disorder <> steroid,0,3,6,3,5,9,5,7,8,0
hearing loss disorder <> tumor necrosis factor alpha inhibitor,0,2,1,4,1,1,0,0,1,0
hemangioma of retina <> ranibizumab,0,1,0,0,1,1,0,0,0,0
hepatic encephalopathy <> benzodiazepine,0,2,5,4,6,10,0,3,8,0
hepatic encephalopathy <> flumazenil,1,3,4,3,4,7,1,4,5,0
hepatic encephalopathy <> neomycin,0,1,1,0,1,1,0,1,1,0
hereditary inclusion-body myopathy <> n-acetylmannosamine,1,1,1,2,1,2,0,0,2,0
hereditary spastic paraplegia <> paclitaxel,0,0,0,3,1,1,0,1,0,0
herpes zoster <> diclofenac,1,3,2,2,1,3,0,0,3,0
"high grade astrocytic tumor <> 1,2,5,6-dianhydrogalactitol",0,1,0,0,1,1,0,0,0,0
high grade astrocytic tumor <> 2 methoxyestradiol,1,1,1,2,1,1,0,0,1,0
high grade astrocytic tumor <> abt 888,1,1,2,5,4,5,1,3,4,0
high grade astrocytic tumor <> adrenal cortex hormone,1,2,2,3,2,3,0,2,1,0
high grade astrocytic tumor <> aflibercept,0,1,0,2,1,1,1,1,1,0
high grade astrocytic tumor <> aldoxorubicin,1,1,0,3,1,1,0,0,1,0
high grade astrocytic tumor <> amd 3100,0,1,0,5,2,3,1,1,3,0
high grade astrocytic tumor <> anti antibodies,1,1,0,2,1,1,0,0,0,0
high grade astrocytic tumor <> arsenic trioxide,0,1,0,1,1,1,0,1,1,0
high grade astrocytic tumor <> ascorbate,0,2,1,3,2,2,0,0,1,0
high grade astrocytic tumor <> aspirin,0,0,0,1,1,1,0,0,0,0
high grade astrocytic tumor <> asunercept,0,1,2,3,1,2,0,0,1,0
high grade astrocytic tumor <> atezolizumab,1,1,11,5,10,27,2,14,24,0
high grade astrocytic tumor <> atorvastatin,0,2,2,4,5,9,0,1,4,0
high grade astrocytic tumor <> azacitidine,1,1,4,3,1,1,0,1,1,0
high grade astrocytic tumor <> bortezomib,1,2,3,2,4,8,0,1,4,0
high grade astrocytic tumor <> c-met inhibitor,0,1,1,3,1,1,0,0,0,0
high grade astrocytic tumor <> cabazitaxel,1,3,6,0,1,1,0,0,1,0
high grade astrocytic tumor <> cabozantinib,1,2,1,4,1,2,0,1,1,0
high grade astrocytic tumor <> camptosar,0,0,0,1,1,1,0,0,0,0
high grade astrocytic tumor <> carboplatin,1,5,7,5,6,13,0,4,11,0
high grade astrocytic tumor <> cediranib,1,1,7,4,3,6,0,2,5,0
high grade astrocytic tumor <> cediranib maleate,0,1,0,2,1,1,0,1,0,0
high grade astrocytic tumor <> cetuximab,1,3,6,5,6,10,1,2,9,0
high grade astrocytic tumor <> cisplatin,1,3,11,5,11,30,3,8,19,0
high grade astrocytic tumor <> crizotinib,1,1,1,3,1,1,0,0,1,0
high grade astrocytic tumor <> cyclophosphamide,1,1,4,3,3,4,0,0,3,0
high grade astrocytic tumor <> dasatinib,1,1,5,5,4,9,1,0,6,0
"high grade astrocytic tumor <> deacetylases, histone",0,1,0,2,1,1,0,0,0,0
high grade astrocytic tumor <> dexamethasone,1,3,10,5,8,22,5,5,15,0
high grade astrocytic tumor <> dichloroacetate,1,2,3,4,5,8,0,3,6,0
high grade astrocytic tumor <> doxorubicin,1,3,15,5,21,66,5,27,52,0
high grade astrocytic tumor <> doxorubicin liposome,1,2,6,4,3,7,1,1,7,0
high grade astrocytic tumor <> doxy,1,2,5,5,6,15,1,5,12,0
high grade astrocytic tumor <> doxycycline,1,2,8,5,7,20,2,8,14,0
high grade astrocytic tumor <> doxycycline hyclate,1,2,5,5,6,15,1,5,12,0
high grade astrocytic tumor <> epidermal growth factor receptor tyrosine kinase inhibitor,0,1,2,1,1,1,0,1,1,0
high grade astrocytic tumor <> erlotinib,0,1,0,3,1,2,0,1,2,0
high grade astrocytic tumor <> etoposide,1,2,5,4,7,10,1,1,6,0
high grade astrocytic tumor <> everolimus,1,2,3,4,4,4,0,1,4,0
"high grade astrocytic tumor <> f18, fluorodeoxyglucose",0,1,1,4,1,1,0,0,1,0
high grade astrocytic tumor <> fkbp12 rapamycin associated protein,1,2,4,3,5,7,0,0,5,0
high grade astrocytic tumor <> flucytosine,1,3,7,4,6,7,0,0,6,0
high grade astrocytic tumor <> fluorouracil,0,2,1,2,1,1,0,0,1,0
high grade astrocytic tumor <> ganciclovir,1,3,6,5,7,12,2,3,6,0
high grade astrocytic tumor <> ganciclovir elaidate,0,1,0,1,1,1,0,1,1,0
high grade astrocytic tumor <> gdc-0084,1,1,1,5,1,1,0,1,0,0
high grade astrocytic tumor <> gefitinib,0,1,1,3,2,4,0,0,2,0
high grade astrocytic tumor <> gonanes,0,1,0,2,1,1,0,1,1,0
high grade astrocytic tumor <> histone deacetylase inhibitor,1,1,0,3,1,1,0,0,0,0
high grade astrocytic tumor <> human epidermal growth factor receptor 2,1,1,0,1,1,1,0,0,0,0
high grade astrocytic tumor <> imetelstat,0,1,1,3,1,1,0,0,0,0
high grade astrocytic tumor <> ink4b protein,0,1,4,3,2,2,0,1,2,0
high grade astrocytic tumor <> interferon alfa,0,2,2,3,2,2,0,2,2,0
high grade astrocytic tumor <> interferon gamma,0,1,2,2,1,1,0,0,1,0
high grade astrocytic tumor <> interleukin-2,1,1,1,2,1,1,0,1,0,0
high grade astrocytic tumor <> iodine,1,1,3,3,1,2,0,0,1,0
high grade astrocytic tumor <> iodine i-131 monoclonal antibody 81c6,0,0,0,2,1,1,0,0,1,0
high grade astrocytic tumor <> iodine radioisotopes,0,2,2,1,1,1,0,0,1,0
high grade astrocytic tumor <> iressa,0,1,1,3,1,1,0,0,1,0
high grade astrocytic tumor <> irinotecan,1,2,10,4,9,17,2,8,14,0
high grade astrocytic tumor <> irinotecan hydrochloride,1,1,2,4,2,3,0,2,2,0
high grade astrocytic tumor <> isotretinoin,0,2,0,2,1,1,0,0,0,0
high grade astrocytic tumor <> lapatinib,1,2,3,3,1,4,0,0,3,0
high grade astrocytic tumor <> mebendazole,1,1,1,1,1,1,0,0,1,0
high grade astrocytic tumor <> memantine,1,1,1,0,1,1,0,0,0,0
high grade astrocytic tumor <> metformin,1,1,7,5,8,11,0,4,8,0
high grade astrocytic tumor <> mibefradil,1,1,1,3,2,2,0,1,1,0
high grade astrocytic tumor <> neuradiab,0,0,0,2,1,1,0,0,1,0
high grade astrocytic tumor <> nexavar,0,0,0,0,1,1,0,0,0,0
high grade astrocytic tumor <> p-boronophenylalanine,0,1,1,1,1,1,0,0,0,0
high grade astrocytic tumor <> paclitaxel,1,3,17,5,15,46,1,24,36,0
high grade astrocytic tumor <> palbociclib,1,1,6,3,4,5,0,2,5,0
high grade astrocytic tumor <> perifosine,0,1,4,4,1,2,0,0,1,0
high grade astrocytic tumor <> pexidartinib,0,1,1,2,1,1,0,0,1,0
high grade astrocytic tumor <> pioglitazone,0,1,1,3,2,2,0,1,1,0
high grade astrocytic tumor <> plerixafor,1,2,5,5,4,9,3,4,9,0
high grade astrocytic tumor <> plx3397,0,1,1,2,1,1,0,0,1,0
high grade astrocytic tumor <> promethazine,1,1,1,2,1,1,0,1,1,0
high grade astrocytic tumor <> px-866,0,1,0,2,1,1,0,1,1,0
high grade astrocytic tumor <> rad 001,0,0,0,3,1,1,0,0,1,0
high grade astrocytic tumor <> romidepsin,1,1,0,3,1,1,0,0,0,0
high grade astrocytic tumor <> selinexor,1,1,0,3,1,2,0,1,2,0
high grade astrocytic tumor <> sirolimus,1,2,13,5,9,27,3,8,19,0
high grade astrocytic tumor <> sn-38,1,1,1,3,1,1,0,1,1,0
high grade astrocytic tumor <> sorafenib,0,0,0,0,1,1,0,0,0,0
high grade astrocytic tumor <> sorafenib tosylate,0,0,0,0,1,1,0,0,0,0
high grade astrocytic tumor <> sunitinib,1,2,8,4,7,14,3,5,11,0
high grade astrocytic tumor <> suramin,1,1,1,1,1,1,0,1,0,0
high grade astrocytic tumor <> tamoxifen,1,1,0,2,1,1,0,0,0,0
high grade astrocytic tumor <> temsirolimus,1,2,1,4,3,5,0,1,3,0
high grade astrocytic tumor <> thalidomide,1,1,1,1,1,1,1,0,1,0
high grade astrocytic tumor <> topoisomerase i inhibitor,0,1,0,0,1,1,0,0,1,0
high grade astrocytic tumor <> topotecan,0,1,0,3,2,4,0,0,2,0
high grade astrocytic tumor <> trastuzumab,0,2,1,4,1,2,1,0,2,0
high grade astrocytic tumor <> valproate,1,3,7,4,4,5,1,3,3,0
high grade astrocytic tumor <> valproic acid,1,3,7,4,4,5,1,3,3,0
high grade astrocytic tumor <> vandetanib,1,1,1,2,1,1,0,1,1,0
high grade astrocytic tumor <> veliparib,1,1,2,5,4,5,1,3,4,0
high grade astrocytic tumor <> vitamin c,0,0,0,0,1,1,0,0,1,0
high grade astrocytic tumor <> vorinostat,1,2,1,4,3,6,0,0,3,0
high grade astrocytic tumor <> zd 6474,1,1,1,2,1,1,0,1,1,0
homocystinuria <> acetylcysteine,1,2,6,3,8,10,2,1,7,0
homocystinuria <> arginine,0,1,1,2,1,1,0,0,0,0
homocystinuria <> homocysteine,1,3,9,5,20,53,1,2,30,0
homocystinuria <> s adenosylmethionine,1,1,1,2,2,2,2,1,2,0
homocystinuria <> taurine,0,1,2,2,2,3,1,2,0,0
huntington disease <> alprazolam,1,1,1,4,1,2,1,1,2,0
huntington disease <> bn82451,1,1,2,1,1,1,0,0,1,0
huntington disease <> cannabinoid,0,3,7,3,4,6,0,1,4,0
huntington disease <> cyclophosphamide,0,1,2,3,1,1,1,1,0,0
huntington disease <> cyclosporine,0,1,1,2,2,2,2,1,2,0
huntington disease <> cysteamine,1,1,3,2,3,4,0,1,2,0
huntington disease <> epigallocatechin gallate,0,1,1,2,1,1,0,1,1,0
huntington disease <> phenylbutyrate,1,1,1,3,1,1,0,0,1,0
huntington disease <> rolipram,1,2,2,3,1,3,3,2,3,0
huntington disease <> ubidecarenone,1,2,9,5,3,9,4,4,6,0
huntington disease <> ursodeoxycholate,0,2,2,3,1,2,1,1,2,0
huntington disease <> ursodiol,0,2,2,3,1,2,1,1,2,0
huntington disease <> valproate,0,1,1,1,0,1,0,0,0,0
huntington disease <> valproic acid,0,1,1,1,0,1,0,0,0,0
hydrocephalus <> acetazolamide,0,0,0,1,1,1,0,0,1,0
hydrocephalus <> alteplase,1,1,0,3,1,1,0,0,0,0
hydrops fetalis <> metoprolol,0,1,1,3,1,1,1,1,1,0
hyperalgesia <> (+-)-milnacipran,0,2,2,2,4,4,3,0,4,0
hyperalgesia <> buprenorphine,0,1,1,1,1,1,0,0,1,0
hyperalgesia <> dextromethorphan,1,2,3,2,4,4,1,0,4,0
hyperalgesia <> dronabinol,0,1,1,1,1,1,1,0,1,0
hyperalgesia <> duloxetine,0,1,1,0,1,1,0,0,1,0
hyperalgesia <> gamma-aminobutyrate,0,1,2,3,2,3,1,3,3,0
hyperalgesia <> gamma-aminobutyric acid,0,1,2,3,2,3,1,3,3,0
hyperalgesia <> ibuprofen,0,1,3,3,4,5,1,0,5,0
hyperalgesia <> levomenthol,0,1,0,2,1,1,0,0,1,0
hyperalgesia <> methylprednisolone,0,1,1,2,1,2,2,2,2,0
hyperalgesia <> naloxone,1,3,19,5,22,76,23,20,63,0
hyperalgesia <> nerve growth factor,1,2,7,2,6,11,2,2,9,0
hyperalgesia <> nmda receptor antagonist,0,2,3,4,4,6,1,1,5,0
"hyperalgesia <> oxide, nitrous",0,1,1,1,1,1,0,1,1,0
hyperalgesia <> oxycodone,1,1,2,2,1,2,0,0,2,0
hyperalgesia <> palmidrol,1,2,3,3,3,5,3,2,5,0
hyperalgesia <> tropisetron,0,1,2,1,3,3,1,0,2,0
hyperpituitarism <> bromocriptine,1,4,6,4,11,20,1,5,12,0
hyperpituitarism <> estrogens,1,1,2,1,2,2,0,0,0,0
hyperpituitarism <> metastins,1,1,0,1,1,1,1,0,0,0
hyperpituitarism <> pituitary growth hormone,0,1,1,2,1,1,0,0,1,0
hyperprolactinemia <> metastins,1,1,0,1,1,1,1,0,0,0
hypersomnia <> amphetamine,1,2,1,2,1,2,0,0,1,0
"hypertensive encephalopathy <> sulfate, magnesium",1,1,2,2,1,1,0,0,0,0
hypertrophic cardiomyopathy <> acetylcysteine,0,2,0,2,1,2,0,2,1,0
hypertrophic cardiomyopathy <> perhexiline,0,0,0,0,1,1,0,0,0,0
idiopathic generalized epilepsy <> apomorphine,1,2,3,2,4,5,0,0,2,0
idiopathic generalized epilepsy <> lidocaine,1,4,3,3,3,4,1,2,4,0
idiopathic generalized epilepsy <> propofol,1,2,5,2,3,3,0,0,2,0
idiopathic hypersomnia <> modafinil,1,2,1,1,1,1,0,0,1,0
inborn mitochondrial myopathy <> niacinamide,0,1,2,2,1,1,0,0,1,0
infectious meningitis <> daptomycin,0,2,2,2,2,4,2,1,4,0
infectious meningitis <> meropenem,1,2,4,1,5,7,0,0,6,0
insomnia <> cannabinoid,1,1,1,4,1,1,0,1,1,0
insomnia <> flumazenil,1,2,3,4,5,5,1,0,3,0
insomnia <> indiplon,1,2,1,3,2,2,0,0,0,0
insomnia <> midazolam,0,2,3,4,3,3,1,1,3,0
insomnia <> propofol,0,1,1,4,1,1,0,1,1,0
intellectual disability <> epigallocatechin gallate,1,1,4,3,2,3,2,2,2,0
intellectual disability <> memantine,0,1,0,2,1,1,0,0,0,0
intellectual disability <> valproate,1,0,0,2,1,1,0,0,0,0
"intracerebral hemorrhage <> agents, iron chelating",1,4,6,5,6,20,8,4,19,0
intracerebral hemorrhage <> albumin,0,1,1,5,1,1,1,0,1,0
intracerebral hemorrhage <> apixaban,0,1,1,4,1,2,1,1,1,0
intracerebral hemorrhage <> celecoxib,1,2,3,5,3,4,2,1,4,0
intracerebral hemorrhage <> clopidogrel,0,1,2,4,2,2,0,1,1,0
intracerebral hemorrhage <> deferoxamine,1,4,4,5,6,45,19,12,42,0
intracerebral hemorrhage <> enalapril,0,1,1,3,1,1,0,0,1,0
intracerebral hemorrhage <> erythropoietin,0,1,2,4,2,3,2,1,3,0
intracerebral hemorrhage <> granulocyte colony stimulating factor,0,1,2,3,2,2,1,0,2,0
intracerebral hemorrhage <> hydralazine,0,1,1,3,1,1,0,0,1,0
intracerebral hemorrhage <> hydroxymethylglutaryl coa reductase inhibitors,0,3,5,5,4,14,10,10,12,0
intracerebral hemorrhage <> labetalol,0,1,1,1,1,1,0,0,1,0
intracerebral hemorrhage <> mannitol,1,1,0,1,1,1,0,0,1,0
intracerebral hemorrhage <> matrix metalloproteinase inhibition,0,1,1,4,1,1,0,0,1,0
"intracerebral hemorrhage <> mesylate, deferoxamine",0,2,2,3,2,3,0,1,2,0
intracerebral hemorrhage <> minocycline,1,3,5,5,4,29,16,15,26,0
intracerebral hemorrhage <> nxy 059,0,1,1,3,1,1,1,1,1,0
intracerebral hemorrhage <> okn 007,0,1,1,3,1,1,1,1,1,0
intracerebral hemorrhage <> pioglitazone,1,2,2,3,2,2,0,0,2,0
intracranial embolism <> heparin,1,1,1,3,1,1,0,1,1,0
intracranial hypertension <> alteplase,0,2,3,0,1,1,0,0,1,0
intracranial hypertension <> norepinephrine,0,1,1,2,0,1,0,1,1,0
intracranial sinus thrombosis <> heparin,1,1,3,4,1,2,0,0,2,0
intracranial thrombosis <> urokinase,1,2,1,3,2,2,0,0,1,0
"intracranial vasospasm <> 3 inhibitor, phosphodiesterase",1,4,3,3,3,5,2,1,3,0
intracranial vasospasm <> alteplase,1,2,1,2,2,2,1,1,1,0
"intracranial vasospasm <> citrate, sildenafil",0,1,1,2,1,1,1,0,1,0
intracranial vasospasm <> dexmedetomidine,1,2,2,3,1,2,0,0,2,0
intracranial vasospasm <> epoprostenol,1,1,0,0,1,1,0,0,0,0
intracranial vasospasm <> nitrite,0,1,1,2,1,1,0,0,1,0
"intracranial vasospasm <> nitrite, sodium",0,1,0,2,1,1,1,1,1,0
"intracranial vasospasm <> oxide, nitric",0,3,4,5,2,4,2,1,3,0
intracranial vasospasm <> sildenafil,0,3,3,5,3,3,2,0,3,0
intracranial vasospasm <> simvastatin,0,1,1,1,1,1,0,1,1,0
isolated dystonia <> levetiracetam,1,0,0,1,1,1,0,0,1,0
krabbe disease <> busulfan,0,1,2,2,1,1,0,0,1,0
lassa fever <> ribavirin,1,3,4,4,2,7,1,1,6,0
"lead poisoning <> acid, dimercaptosuccinic",0,0,0,1,1,1,0,0,0,0
lead poisoning <> lead,0,1,1,1,2,2,0,0,0,0
lead poisoning <> penicillamine,1,2,2,2,1,1,0,1,1,0
lead poisoning <> zinc,0,0,0,1,1,1,0,0,0,0
learning disability <> lovastatin,0,1,3,2,1,2,2,0,2,0
lewy body dementia <> nilotinib,0,1,0,2,1,1,0,1,0,0
lumbar disk degenerative disorder <> radotermin,0,1,0,1,1,1,1,0,1,0
lyme disease <> azithromycin,1,1,1,1,1,1,0,0,1,0
lysosomal storage disease <> cerebroside-sulfatase,1,1,2,2,1,2,0,0,2,0
macular holes <> brilliant blue g,1,1,0,1,1,1,0,0,1,0
major depressive disorder <> acetylcysteine,0,2,2,2,1,2,0,0,2,0
major depressive disorder <> amisulpride,0,1,1,1,1,1,0,0,1,0
major depressive disorder <> cycloserine,0,1,4,2,2,2,1,0,2,0
major depressive disorder <> flx,0,2,3,2,2,2,0,0,2,0
major depressive disorder <> ghrelin,1,2,2,4,1,3,0,1,3,0
major depressive disorder <> inositol,0,1,1,1,1,1,0,0,1,0
major depressive disorder <> mood stabilizers,0,1,2,2,3,3,1,0,3,0
major depressive disorder <> morphine,1,1,2,2,2,4,1,0,4,0
major depressive disorder <> n methylaspartate,1,2,6,3,4,5,2,1,4,0
major depressive disorder <> n-methyl-d-aspartate (nmda) receptor antagonist,0,1,2,1,1,1,0,0,1,0
major depressive disorder <> serotonin agents,1,1,2,3,1,1,0,1,1,0
major depressive disorder <> ssr125543,0,3,2,2,1,1,1,1,1,0
major depressive disorder <> testosterone,1,1,1,2,1,1,1,1,1,0
major depressive disorder <> yohimbine,0,2,1,3,3,3,0,1,1,0
major depressive disorder <> zinc,0,0,1,3,1,2,0,1,1,0
malignant glioma <> (benzoylphenyl)alanyl,0,1,1,2,1,1,0,0,1,0
"malignant glioma <> 2-(2-oxo-2-((3,7,11-trimethyl-2,6,10-dodecatrienyl)oxy)aminoethyl)phosphonic acid, (2,2-dimethyl-1-oxopropoxy)methyl ester sodium",0,1,0,0,1,1,0,1,1,0
"malignant glioma <> 3,4-dihydroxyphenylalanine",0,1,1,1,1,1,0,1,1,0
malignant glioma <> ang1005,1,1,3,2,1,1,0,0,1,0
malignant glioma <> anti-vegf humanized monoclonal antibody,0,2,0,2,2,2,0,1,1,0
malignant glioma <> anticonvulsant,1,1,2,2,1,1,0,0,1,0
malignant glioma <> arsenic trioxide,0,2,1,3,1,2,0,1,2,0
malignant glioma <> busulfan,1,1,1,0,1,1,0,1,0,0
malignant glioma <> camptothecin,1,1,1,3,1,1,0,1,0,0
malignant glioma <> carboplatin,1,4,3,4,5,10,0,2,7,0
malignant glioma <> ccnu,0,1,0,2,1,1,0,1,1,0
malignant glioma <> cetuximab,0,1,0,1,0,1,0,0,1,0
malignant glioma <> cisplatin,1,2,7,4,9,14,1,5,8,0
"malignant glioma <> colony-stimulating factor, granulocyte-macrophage",0,1,1,2,1,1,0,1,1,0
malignant glioma <> cpt 11,1,2,2,5,2,4,0,3,1,0
malignant glioma <> cyclophosphamide,1,2,4,5,3,4,1,1,1,0
malignant glioma <> dasatinib,0,1,0,3,1,2,0,0,2,0
malignant glioma <> dexamethasone,1,2,2,3,6,7,1,1,5,0
malignant glioma <> doxorubicin,1,2,8,3,5,8,1,6,7,0
malignant glioma <> etoposide,1,1,2,3,2,2,0,0,0,0
malignant glioma <> everolimus,0,1,1,2,0,1,0,0,0,0
malignant glioma <> flt,0,1,0,4,1,1,0,0,1,0
malignant glioma <> flucytosine,1,2,5,4,3,7,2,3,7,0
malignant glioma <> fluorothymidine (18-f),0,1,0,4,1,1,0,0,1,0
malignant glioma <> fluorouracil,0,2,1,2,1,1,0,0,1,0
malignant glioma <> ganciclovir,1,3,10,4,8,20,0,2,11,0
malignant glioma <> ganciclovir elaidate,0,1,0,1,1,1,0,1,1,0
malignant glioma <> gefitinib,0,1,3,3,2,4,0,1,4,0
malignant glioma <> grn1005,1,1,3,2,1,1,0,0,1,0
malignant glioma <> histone deacetylase inhibitor,0,2,5,4,2,2,0,1,2,0
"malignant glioma <> inhibitor, angiogenesis",0,2,2,2,2,2,0,0,2,0
malignant glioma <> interleukin-2,1,1,2,2,2,3,0,1,3,0
malignant glioma <> iodine radioisotopes,0,2,2,1,1,1,0,0,1,0
malignant glioma <> irinotecan,1,2,4,5,4,6,1,4,3,0
malignant glioma <> irinotecan hydrochloride,1,2,2,5,2,4,0,3,1,0
malignant glioma <> lomustine,0,1,0,2,1,1,0,1,1,0
malignant glioma <> mtor inhibitors,1,2,2,1,1,1,0,0,1,0
malignant glioma <> myocet,1,1,1,0,1,1,0,1,1,0
malignant glioma <> o(6)-benzylguanine,0,2,0,1,1,1,0,1,0,0
malignant glioma <> p-boronophenylalanine,0,1,1,4,1,2,0,2,0,0
malignant glioma <> paclitaxel,1,2,11,4,9,18,0,7,15,0
malignant glioma <> panobinostat,1,2,3,3,2,2,1,2,2,0
malignant glioma <> procarbazine,0,1,0,2,1,1,0,1,1,0
malignant glioma <> protoporphyrin,0,1,1,1,1,1,0,0,1,0
malignant glioma <> sirolimus,1,2,4,5,6,9,1,2,6,0
malignant glioma <> sn-38,1,1,1,4,2,2,0,1,1,0
malignant glioma <> sorafenib,0,1,1,2,1,1,0,0,1,0
malignant glioma <> steroid,0,1,1,0,1,1,0,0,1,0
malignant glioma <> sunitinib,1,1,1,0,1,1,0,0,0,0
malignant glioma <> tamoxifen,1,2,1,4,2,3,0,0,0,0
malignant glioma <> tem,0,0,0,1,1,1,0,0,0,0
malignant glioma <> temsirolimus,0,1,0,2,1,1,0,1,1,0
malignant glioma <> topoisomerase i inhibitor,1,1,2,4,1,2,0,2,1,0
malignant glioma <> topotecan,0,1,1,4,2,2,0,1,1,0
malignant glioma <> valproate,1,3,7,5,5,7,0,3,5,0
malignant glioma <> valproic acid,1,3,5,5,4,6,0,3,4,0
malignant glioma <> vandetanib,1,2,2,3,2,3,1,1,2,0
malignant glioma <> vincristine,0,1,0,2,2,2,0,1,1,0
malignant glioma <> zd 6474,1,2,2,3,2,3,1,1,2,0
malignant peripheral nerve sheath tumor <> mtor inhibitor,1,1,0,2,1,2,0,1,1,0
malignant peripheral nerve sheath tumor <> sirolimus,1,1,1,2,2,3,1,2,2,0
maple syrup urine disease <> glucose,1,0,2,4,2,2,0,1,1,0
marburg hemorrhagic fever <> avi-7288,0,4,2,1,1,1,1,1,0,0
marburg hemorrhagic fever <> morpholinos,0,4,2,1,1,1,1,1,0,0
mechanical hyperalgesia <> clonidine,0,2,2,3,3,3,1,1,2,0
mechanical hyperalgesia <> opioid,1,1,3,3,3,4,0,0,4,0
megalencephalic leukoencephalopathy with subcortical cysts 1 <> spironolactone,0,1,1,1,1,1,0,1,1,0
melas syndrome <> arginine,0,2,3,2,2,2,0,0,1,0
memory deficits <> donepezil hydrochloride,0,1,1,1,1,2,0,2,0,0
meniere disease <> latanoprost,0,1,1,2,1,1,0,1,1,0
meniere disease <> vasopressin (usp),0,2,1,1,2,2,0,0,2,0
mercury poisoning <> glutathione,0,3,1,2,2,2,0,0,0,0
mercury poisoning <> mercury,0,1,1,2,1,1,0,0,0,0
"metabolic disease <> fatty acids, omega-3",1,1,1,2,1,1,0,1,1,0
metabolic disease <> vitamin d,0,1,1,2,1,1,0,0,1,0
metabolic epilepsy <> triheptanoin,0,0,0,2,1,1,0,0,1,0
"metachromatic leukodystrophy, juvenile form <> cerebroside-sulfatase",1,2,3,4,2,5,0,0,3,0
"metastatic malignant neoplasm in the brain <> 3 inhibitor, phosphodiesterase",0,1,0,4,1,1,0,1,1,0
metastatic malignant neoplasm in the brain <> ado-trastuzumab emtansine,1,1,1,3,1,1,0,1,1,0
metastatic malignant neoplasm in the brain <> afatinib,1,3,1,2,2,2,0,2,1,0
metastatic malignant neoplasm in the brain <> ang1005,0,2,2,3,1,1,0,0,1,0
metastatic malignant neoplasm in the brain <> azd2171,0,1,0,4,1,1,0,1,0,0
metastatic malignant neoplasm in the brain <> azd9291,0,3,1,1,1,1,0,1,0,0
metastatic malignant neoplasm in the brain <> b-raf inhibitor,0,1,1,1,1,1,0,0,1,0
metastatic malignant neoplasm in the brain <> cabozantinib,1,1,0,2,1,1,0,0,1,0
metastatic malignant neoplasm in the brain <> cediranib maleate,0,1,0,4,1,1,0,1,0,0
metastatic malignant neoplasm in the brain <> dabrafenib,1,1,1,1,1,2,0,0,2,0
"metastatic malignant neoplasm in the brain <> disodium, pemetrexed",0,2,1,2,1,1,0,0,0,0
metastatic malignant neoplasm in the brain <> gefitinib,1,3,1,2,2,2,0,2,1,0
metastatic malignant neoplasm in the brain <> grn1005,0,2,2,3,1,1,0,0,1,0
metastatic malignant neoplasm in the brain <> histone deacetylase inhibitor,1,1,0,2,1,1,0,1,1,0
