drug_name,tested_both_sexes,species_unique,strain_unique,assay_unique,country_unique,articles_total,articles_blinding,articles_randomization,articles_welfare,target
systemic lupus erythematosus <> arsenic trioxide,0,1,4,3,1,1,0,0,1,0
systemic lupus erythematosus <> bortezomib,1,2,10,2,2,4,3,1,3,0
systemic lupus erythematosus <> cd20bi antibody,1,1,9,4,2,5,0,1,5,0
systemic lupus erythematosus <> ctla4-ig,1,1,3,2,1,2,0,0,0,0
systemic lupus erythematosus <> docosahexaenoate,1,1,2,2,1,1,0,1,1,0
systemic lupus erythematosus <> eicosapentaenoate,1,1,0,1,1,1,1,0,1,0
systemic lupus erythematosus <> eicosapentaenoic acid,1,1,0,1,1,1,1,0,1,0
systemic lupus erythematosus <> humanised anti-il-6 receptor monoclonal antibody,1,1,9,2,2,2,0,0,0,0
systemic lupus erythematosus <> interferon,1,1,2,1,1,2,0,0,0,0
systemic lupus erythematosus <> interleukin-2,1,3,19,3,5,8,4,3,5,0
systemic lupus erythematosus <> memantine,1,1,2,4,2,2,1,0,1,0
systemic lupus erythematosus <> monoclonal antibody,1,1,6,2,3,3,0,0,1,0
systemic lupus erythematosus <> mycophenolic acid,0,1,2,1,1,3,0,0,0,0
systemic lupus erythematosus <> progestins,1,1,4,2,0,1,0,0,0,0
systemic lupus erythematosus <> proteasome inhibition,1,1,5,2,2,2,2,0,2,0
systemic lupus erythematosus <> proteasome inhibitor,1,2,5,1,1,1,1,1,0,0
systemic lupus erythematosus <> sirolimus,1,1,10,4,4,14,3,4,7,0
systemic lupus erythematosus <> vitamin d3,1,1,1,2,2,2,1,0,2,0
systemic mastocytosis <> midostaurin,0,1,3,3,1,1,0,0,1,0
systemic mastocytosis <> staurosporine,0,1,3,3,1,1,0,0,1,0
systemic mycosis <> f901318,0,2,1,1,1,1,0,0,1,0
systemic mycosis <> lactoferrin,0,0,0,1,1,1,0,0,0,0
systemic mycosis <> triazoles,1,2,2,2,2,2,0,1,0,0
systemic sclerosis <> acetylcysteine,1,0,0,2,1,1,0,0,1,0
systemic sclerosis <> imatinib,1,2,4,2,2,3,0,0,1,0
"systemic sclerosis <> mesylate, imatinib",0,1,1,1,1,1,0,0,1,0
systemic sclerosis <> pomalidomide,0,1,1,0,1,1,0,0,0,0
systemic sclerosis <> sirolimus,1,1,2,2,3,6,2,3,4,0
systemic sclerosis <> thalidomide,0,1,1,0,1,1,0,0,0,0
systemic-onset juvenile idiopathic arthritis <> humanised anti-il-6 receptor monoclonal antibody,0,1,0,1,1,1,0,0,0,0
t-cell acute lymphoblastic leukemia <> bortezomib,1,1,1,2,1,1,0,0,0,0
t-cell acute lymphoblastic leukemia <> cyclophosphamide,0,1,2,3,1,1,0,0,1,0
t-cell acute lymphoblastic leukemia <> decitabine,0,0,0,1,1,1,0,0,0,0
t-cell acute lymphoblastic leukemia <> dexamethasone,1,1,7,4,9,13,1,6,6,0
t-cell acute lymphoblastic leukemia <> doxorubicin,1,2,3,2,4,5,0,1,4,0
t-cell acute lymphoblastic leukemia <> venetoclax,1,1,3,4,3,5,1,0,4,0
t-cell acute lymphoblastic leukemia <> vincristine,1,1,1,2,3,4,0,1,3,0
t-cell acute lymphoblastic leukemia <> vorinostat,0,0,0,1,1,1,0,0,0,0
t-cell childhood acute lymphocytic leukemia <> vincristine,0,0,0,1,0,1,0,0,0,0
t-cell leukemia <> doxorubicin,0,1,1,2,1,1,0,0,1,0
t-cell leukemia <> gamma-secretase inhibitor,1,1,2,2,1,1,0,1,1,0
t-cell non-hodgkin lymphoma <> bortezomib,0,1,1,2,1,1,0,0,1,0
"t-cell non-hodgkin lymphoma <> deacetylases, histone",0,1,0,2,1,1,0,0,1,0
t-cell non-hodgkin lymphoma <> diphtheria toxin,0,1,2,1,1,1,0,0,1,0
t-cell non-hodgkin lymphoma <> doxil,0,1,0,2,1,1,0,0,0,0
t-cell non-hodgkin lymphoma <> doxorubicin hydrochloride liposome,0,1,0,2,1,1,0,0,0,0
t-cell non-hodgkin lymphoma <> histone deacetylase inhibitor,1,2,3,2,4,5,0,0,4,0
t-cell non-hodgkin lymphoma <> romidepsin,1,1,1,2,1,3,0,1,2,0
t-cell prolymphocytic leukemia <> alemtuzumab,0,0,0,1,1,1,0,0,0,0
taeniasis <> niclosamide,1,1,3,3,2,2,0,0,1,0
taeniasis <> oxfendazole,1,1,1,2,6,8,1,6,7,0
tardive dyskinesia <> (-)-pramipexole,1,1,0,1,2,3,1,0,3,0
"tardive dyskinesia <> acid, docosahexaenoic",0,1,1,1,1,1,0,0,1,0
tardive dyskinesia <> docosahexaenoate,0,1,1,1,1,1,0,0,1,0
tardive dyskinesia <> melatonin,1,1,1,2,2,3,0,1,2,0
tardive dyskinesia <> topiramate,0,2,1,2,1,1,1,0,1,0
tauopathy <> n(g)-nitroarginine-4-nitroanilide,1,1,3,4,1,2,0,1,1,0
tbi <> minocycline,1,1,0,3,1,1,1,0,1,0
telangiectasis <> estrogens,0,0,0,1,1,1,1,1,0,0
telangiectasis <> thalidomide,0,1,2,3,1,2,0,0,2,0
temporal lobe epilepsy <> selective serotonin reuptake inhibitor,0,1,1,2,1,1,0,1,1,0
temporomandibular joint disorder <> naloxone,0,1,2,2,2,4,3,0,4,0
temporomandibular joint disorder <> naltrexone,0,1,1,2,1,1,1,0,1,0
testicular germ cell tumor <> carboplatin,0,1,0,4,1,1,0,1,0,0
thalassemia <> deferoxamine,0,2,3,2,2,2,0,0,1,0
thalassemia <> ribosomal protein l1,0,1,1,2,1,1,1,1,0,0
thalassemia <> vitamin c,0,1,1,1,0,1,0,0,1,0
therapy related acute myeloid leukemia and myelodysplastic syndrome <> interleukin 12,1,1,0,3,1,2,1,1,1,0
therapy related acute myeloid leukemia and myelodysplastic syndrome <> rhuil-12,1,1,0,3,1,2,1,1,1,0
thermal <> naloxone,1,2,2,2,2,2,0,0,2,0
thermal <> opioid,1,1,1,1,1,1,0,0,1,0
thermal hyperalgesia <> capsaicin,0,2,3,4,4,5,1,0,5,0
thermal hyperalgesia <> clonidine,1,1,1,2,2,4,2,3,4,0
thermotolerance <> quercetin,0,0,0,2,1,1,0,0,0,0
thoracic aortic aneurysm <> losartan,1,1,2,2,1,2,1,0,2,0
thrombocytopenia <> 6 aminocaproic acid,0,2,0,2,1,1,0,0,1,0
thrombocytopenia <> aspirin,1,3,3,3,2,2,0,1,0,0
thrombocytopenia <> erythrocyte burst promoting factor,0,0,0,2,1,1,0,0,0,0
thrombocytopenia <> filgrastim,0,1,0,3,1,1,0,1,1,0
thrombocytopenia due to immune destruction <> belimumab,0,1,0,1,1,1,0,0,1,0
thrombophilia <> dalteparin,1,1,2,2,1,1,0,0,1,0
thrombophilia <> low-molecular-weight,1,0,0,1,1,1,0,1,1,0
thrombophilia due to thrombin defect <> urokinase,1,5,4,2,6,8,1,2,5,0
thrombotic disease <> antithrombin,1,7,8,4,7,15,1,2,11,0
thrombotic disease <> asp-ser-asp-pro-arg,1,2,1,0,1,1,0,1,1,0
thrombotic disease <> coumarin,0,2,3,1,1,1,0,1,1,0
thrombotic disease <> cyclosporine,0,1,1,0,1,1,0,0,0,0
thrombotic disease <> factor vii,1,1,1,4,2,2,1,2,1,0
thrombotic disease <> factor x antibody,1,4,4,3,3,6,0,2,5,0
thrombotic disease <> immunoglobulin e,1,2,1,0,1,1,0,1,1,0
thrombotic disease <> lepirudin,1,3,2,3,4,4,0,1,1,0
thrombotic disease <> metformin,1,2,3,2,2,2,1,1,1,0
thrombotic disease <> pioglitazone,0,1,1,1,1,1,0,0,1,0
thrombotic disease <> protein c,0,2,2,2,2,3,2,2,3,0
thrombotic disease <> prothrombin,0,0,0,0,1,1,0,0,0,0
thrombotic disease <> simvastatin,0,1,1,2,1,1,0,0,0,0
thrombotic disease <> sirolimus,0,1,0,2,1,1,0,1,1,0
thrombotic disease <> tacrolimus,0,1,1,0,1,1,0,0,0,0
thrombotic microangiopathy <> eculizumab,0,1,0,2,1,1,0,0,1,0
thrombotic thrombocytopenic purpura <> acetylcysteine,0,1,1,2,2,2,0,0,1,0
thymic carcinoma <> cisplatin,1,1,0,2,1,1,1,0,1,0
thymoma <> cisplatin,1,1,0,2,1,1,1,0,1,0
thymus lymphoma <> methotrexate,0,1,2,1,1,1,0,0,0,0
thymus lymphoma <> monoclonal antibody,1,1,3,2,1,1,0,0,0,0
thymus lymphoma <> rituximab,1,1,3,2,1,1,0,0,0,0
thyroid cancer <> b-raf inhibitor,1,1,3,2,1,3,0,2,2,0
thyroid cancer <> doxorubicin,1,2,3,3,4,6,0,3,4,0
thyroid cancer <> imatinib,1,1,0,2,1,1,0,0,1,0
thyroid cancer <> mek inhibitor,1,1,2,2,2,2,0,1,1,0
thyroid cancer <> motesanib,1,1,1,2,1,1,0,0,1,0
thyroid cancer <> selumetinib,0,1,1,3,1,2,0,1,2,0
thyroid cancer <> sorafenib,1,1,2,3,4,6,1,1,5,0
thyroid cancer <> vemurafenib,0,1,1,2,2,3,0,1,2,0
thyroid gland carcinoma <> vemurafenib,0,1,1,2,1,1,0,1,1,0
thyroid gland follicular carcinoma <> lenvatinib,1,1,0,2,1,1,0,0,1,0
thyroid gland follicular carcinoma <> lenvatinib mesylate,1,1,0,2,1,1,0,0,1,0
thyroid gland follicular carcinoma <> sorafenib,1,1,0,3,1,2,0,0,2,0
thyroid gland papillary carcinoma <> sorafenib,1,1,5,4,2,5,1,3,5,0
thyroid gland papillary carcinoma <> sorafenib tosylate,0,1,1,1,1,1,0,0,1,0
thyroid gland papillary carcinoma <> vemurafenib,1,2,3,2,2,5,2,5,5,0
thyroid gland undifferentiated (anaplastic) carcinoma <> bevacizumab,0,1,0,3,2,2,0,2,2,0
thyroid gland undifferentiated (anaplastic) carcinoma <> carboplatin,1,1,0,2,1,1,0,1,1,0
thyroid gland undifferentiated (anaplastic) carcinoma <> cisplatin,1,1,1,1,1,1,0,0,0,0
thyroid gland undifferentiated (anaplastic) carcinoma <> doxorubicin,0,1,1,3,3,3,0,1,2,0
thyroid gland undifferentiated (anaplastic) carcinoma <> paclitaxel,1,1,1,4,3,8,1,3,5,0
thyroid gland undifferentiated (anaplastic) carcinoma <> sorafenib,1,1,1,2,1,1,0,0,1,0
thyroid gland undifferentiated (anaplastic) carcinoma <> trametinib,1,1,0,3,1,1,0,0,1,0
thyroid tumor <> doxorubicin,0,2,0,1,1,1,0,0,1,0
tibia fracture <> pituitary growth hormone,1,1,1,0,1,1,0,1,0,0
tic disorder <> pimozide,0,1,1,1,1,1,0,1,0,0
tinnitus <> caroverine,1,1,0,2,1,1,0,1,1,0
tinnitus <> nmda antagonist,0,1,1,4,1,1,1,0,1,0
tki resistance <> erlotinib,1,1,0,2,1,1,0,1,1,0
tnbc <> carboplatin,1,1,1,3,1,2,0,1,2,0
tnbc <> parp inhibitor,1,1,0,3,1,1,0,0,1,0
tobacco <> nicotine,0,1,0,1,1,1,0,0,1,0
tolerance <> fentanyl,0,1,2,1,1,2,1,0,0,0
tolerance <> ketamine,0,2,3,3,3,3,0,0,2,0
tolerance <> midazolam,0,1,0,1,1,1,1,0,0,0
tolerance <> opioid,0,2,3,4,3,5,1,2,2,0
tongue cancer <> cisplatin,0,1,2,2,1,2,1,2,2,0
"tooth erosion, non-bacterial <> rofecoxib",0,1,0,2,1,1,1,0,0,0
torsades de pointes <> magnesium,1,1,0,2,2,2,0,0,1,0
toxic encephalopathy <> acetylcysteine,0,1,1,2,1,1,0,0,1,0
toxic encephalopathy <> atropine,0,1,2,3,4,6,0,0,4,0
toxic encephalopathy <> cisplatin,1,1,2,5,2,6,0,3,3,0
toxic encephalopathy <> dexamethasone,0,0,0,2,1,1,0,0,0,0
toxic encephalopathy <> diazepam,0,1,1,0,1,1,0,0,1,0
"toxic encephalopathy <> hydrochloride, doxorubicin",0,1,0,1,0,1,0,0,0,0
toxic encephalopathy <> leucovorin,0,2,1,0,1,2,0,0,0,0
toxic encephalopathy <> methotrexate,1,2,2,3,3,3,0,0,2,0
toxic encephalopathy <> oximes,0,1,1,2,1,2,0,0,1,0
toxic encephalopathy <> scopolamine,0,1,1,2,1,1,0,0,1,0
toxic encephalopathy <> taxanes,1,1,1,0,1,1,0,0,0,0
toxic encephalopathy <> vincristine,0,1,0,0,0,1,0,0,0,0
toxic labyrinthitis <> dexamethasone,1,4,5,4,7,10,2,5,7,0
toxic labyrinthitis <> lactate,0,1,1,1,1,1,0,1,1,0
toxic myocarditis <> doxorubicin,0,1,0,2,1,1,0,0,0,0
toxocariasis <> albendazole,1,5,3,5,6,7,0,2,5,0
toxoplasmosis <> dexamethasone,1,2,9,3,5,7,0,2,6,0
trabecular adenocarcinoma <> etoposide,0,1,1,2,1,1,0,1,0,0
trabecular adenocarcinoma <> g-3139 oligonucleotide,1,1,1,2,1,1,1,1,1,0
trabecular adenocarcinoma <> interleukin-2,0,1,1,1,1,1,0,0,1,0
trabecular adenocarcinoma <> oblimersen,1,1,1,2,1,1,1,1,1,0
trabecular adenocarcinoma <> oblimersen sodium,1,1,1,2,1,1,1,1,1,0
tracheal stenosis <> mitomycin,0,1,1,1,1,1,0,0,1,0
transient ischemic attack <> antiplatelet,0,1,1,3,1,1,1,0,1,0
transient ischemic attack <> folic acid,0,0,1,3,1,1,1,1,0,0
transient ischemic attack <> vitamin e,0,2,3,4,2,3,3,1,3,0
transitional cell carcinoma <> leucovorin,1,1,1,2,1,1,0,1,0,0
transitional cell carcinoma <> mitomycin,0,1,1,1,1,2,1,1,1,0
trastuzumab resistance <> trastuzumab,1,1,1,2,1,1,0,1,1,0
traumatic brain injury <> adrenal cortex hormone,0,2,3,3,2,3,0,2,2,0
"traumatic brain injury <> alfa, epoetin",0,2,1,4,2,2,0,2,2,0
traumatic brain injury <> argipressin,0,1,0,3,1,3,3,3,3,0
traumatic brain injury <> atorvastatin,0,2,3,5,3,7,4,5,4,0
traumatic brain injury <> carbamazepine,0,0,1,1,1,1,0,0,0,0
traumatic brain injury <> chloral,0,1,1,0,1,1,1,1,0,0
"traumatic brain injury <> citrate, sildenafil",1,1,1,1,1,1,0,1,1,0
traumatic brain injury <> clonidine,0,1,1,2,1,1,1,1,1,0
traumatic brain injury <> cycloserine,0,2,2,3,2,2,1,1,1,0
traumatic brain injury <> cyclosporine,1,3,5,5,7,25,12,9,18,0
traumatic brain injury <> escitalopram,1,1,1,1,1,1,1,1,1,0
traumatic brain injury <> estrogens,1,1,2,4,2,2,1,1,1,0
"traumatic brain injury <> estrogens, conjugated (usp)",0,1,1,3,1,1,1,1,1,0
"traumatic brain injury <> fatty acids, omega-3",0,2,2,5,3,5,2,4,5,0
traumatic brain injury <> glyburide,0,1,2,5,3,4,2,2,3,0
"traumatic brain injury <> hydrate, chloral",0,1,1,0,1,1,1,1,0,0
traumatic brain injury <> hypertonic saline solutions,0,2,2,5,3,5,3,3,5,0
traumatic brain injury <> ibuprofen,0,2,2,5,1,4,1,2,4,0
traumatic brain injury <> magnesium,1,1,2,5,3,7,1,5,4,0
traumatic brain injury <> minocycline,1,2,9,5,9,30,13,15,28,0
traumatic brain injury <> nerve growth factor,1,2,1,4,2,5,0,2,3,0
traumatic brain injury <> neurosteroids,1,0,0,1,2,2,0,0,0,0
traumatic brain injury <> nnz 2566,1,1,1,3,2,3,0,0,3,0
traumatic brain injury <> pentobarbital,0,1,1,0,1,1,0,1,0,0
traumatic brain injury <> phenylephrine,0,1,0,3,1,2,2,2,2,0
"traumatic brain injury <> pregnanolone, (3beta, 5alpha)-isomer",1,1,3,4,2,8,0,5,5,0
traumatic brain injury <> pregnenolone,0,1,1,1,1,1,0,0,1,0
traumatic brain injury <> premarin,0,1,1,3,1,1,1,1,1,0
traumatic brain injury <> sevoflurane,1,2,3,5,4,10,2,6,10,0
traumatic brain injury <> sildenafil,1,1,2,4,2,2,0,1,2,0
traumatic brain injury <> sodium,0,1,1,3,1,1,1,1,1,0
traumatic brain injury <> valproate,1,3,4,5,5,33,12,21,30,0
traumatic brain injury <> valproic acid,1,3,4,5,4,28,9,18,26,0
traumatic brain injury <> vasopressin (usp),0,0,0,3,1,1,1,1,1,0
traumatic shock <> vasopressin (usp),0,1,1,0,1,1,0,0,0,0
trigeminal neuralgia <> incobotulinumtoxina,0,1,1,4,3,3,1,1,3,0
trigeminal neuralgia <> l-baclofen,0,1,1,1,1,1,0,0,0,0
trigeminal neuralgia <> lidocaine,0,1,2,5,3,5,0,0,5,0
triple-negative breast carcinoma <> abt 888,1,1,1,3,1,2,0,1,2,0
triple-negative breast carcinoma <> adriamycin,1,1,2,2,2,2,1,2,2,0
"triple-negative breast carcinoma <> antibodies, bispecific",1,1,0,4,1,1,0,0,1,0
triple-negative breast carcinoma <> birabresib,0,0,0,0,1,1,0,0,0,0
triple-negative breast carcinoma <> cabozantinib,1,1,1,1,1,1,0,1,1,0
triple-negative breast carcinoma <> cb-839,1,1,0,4,2,2,1,1,2,0
triple-negative breast carcinoma <> cetuximab,1,1,3,4,6,7,0,2,5,0
triple-negative breast carcinoma <> chemotherapy,1,1,1,3,1,1,0,1,1,0
triple-negative breast carcinoma <> dasatinib,1,1,4,3,4,6,0,4,4,0
triple-negative breast carcinoma <> doxorubicin liposome,1,1,3,3,2,3,1,2,3,0
triple-negative breast carcinoma <> entinostat,0,1,0,1,1,2,0,0,1,0
triple-negative breast carcinoma <> enzalutamide,1,1,2,3,2,3,1,1,3,0
triple-negative breast carcinoma <> erbitux,0,0,0,1,1,1,0,0,0,0
triple-negative breast carcinoma <> erlotinib,1,2,3,3,4,5,1,4,5,0
triple-negative breast carcinoma <> estradiol,1,1,1,2,1,1,0,0,1,0
triple-negative breast carcinoma <> estrogens,1,1,1,2,1,1,0,0,1,0
triple-negative breast carcinoma <> everolimus,1,1,2,2,1,1,0,1,1,0
triple-negative breast carcinoma <> fluorouracil,0,1,0,1,1,1,0,0,1,0
triple-negative breast carcinoma <> ganetespib,1,1,0,2,1,1,0,0,1,0
triple-negative breast carcinoma <> gefitinib,0,0,0,2,3,3,0,0,0,0
triple-negative breast carcinoma <> glutaminase inhibitor,0,1,0,4,1,1,0,0,1,0
triple-negative breast carcinoma <> histone deacetylase inhibitor,1,1,5,4,5,9,0,5,9,0
triple-negative breast carcinoma <> human epidermal growth factor receptor 2,1,1,2,2,1,1,0,0,1,0
"triple-negative breast carcinoma <> hydrochloride, doxorubicin",1,1,3,2,3,3,1,2,3,0
triple-negative breast carcinoma <> immu-132,0,0,0,1,1,1,0,0,0,0
triple-negative breast carcinoma <> ipilimumab,1,1,3,4,1,2,0,2,2,0
triple-negative breast carcinoma <> irinotecan,1,1,2,3,2,4,0,2,2,0
triple-negative breast carcinoma <> lapatinib,1,1,1,2,3,4,0,2,3,0
triple-negative breast carcinoma <> metformin,1,1,4,3,6,8,1,5,5,0
triple-negative breast carcinoma <> mifepristone,1,2,2,2,2,3,0,0,2,0
triple-negative breast carcinoma <> olaparib,1,1,7,2,6,10,1,4,8,0
triple-negative breast carcinoma <> oxaliplatin,1,1,1,2,1,1,0,0,1,0
triple-negative breast carcinoma <> parp inhibitor,1,1,3,3,2,4,0,2,4,0
triple-negative breast carcinoma <> parp inhibitors,1,1,3,2,2,3,0,2,2,0
triple-negative breast carcinoma <> platinum,1,1,4,4,3,3,0,1,2,0
triple-negative breast carcinoma <> rucaparib,0,0,0,1,1,1,0,0,0,0
triple-negative breast carcinoma <> ruxolitinib,1,1,1,2,3,3,0,1,1,0
triple-negative breast carcinoma <> simvastatin,0,1,3,3,3,3,0,1,2,0
triple-negative breast carcinoma <> sirolimus,1,1,0,3,1,1,0,1,1,0
triple-negative breast carcinoma <> tamoxifen,1,2,8,4,5,12,1,5,9,0
triple-negative breast carcinoma <> taxol a,1,1,1,2,1,1,0,1,1,0
triple-negative breast carcinoma <> temozolomide,0,1,0,2,1,1,0,0,0,0
triple-negative breast carcinoma <> trastuzumab,1,1,3,2,2,2,0,1,2,0
triple-negative breast carcinoma <> vorinostat,1,1,2,2,1,1,0,1,1,0
triple-negative breast carcinoma <> xevinapant,1,1,1,3,1,1,0,0,1,0
triple-positive breast carcinoma <> nelipepimut-s,0,0,0,2,1,1,0,0,0,0
trypanosomiasis <> pentamidine,0,1,1,1,1,1,0,0,0,0
trypanosomiasis <> posaconazole,1,1,1,2,1,1,0,0,0,0
trypanosomiasis <> ravuconazole,1,1,2,1,1,1,0,0,0,0
tuberculosis <> ag85b-esat-6 fusion antigen,1,1,1,1,1,1,0,0,1,0
tuberculosis <> doxycycline,1,2,3,0,1,1,0,0,1,0
tuberculosis <> fluoroquinolone,1,1,2,2,1,2,0,0,2,0
tuberculosis <> ibuprofen,1,1,5,3,2,2,1,2,2,0
tuberculosis <> interleukin-4,0,1,1,2,1,1,1,1,0,0
tuberculosis <> naloxone,1,1,1,1,1,1,0,0,1,0
tuberculosis <> opc-67683,0,2,2,0,1,1,0,1,1,0
tuberculosis <> pa 824,1,1,2,2,3,3,0,0,2,0
tuberculosis <> pyridoxine,0,1,1,3,1,1,0,0,1,0
tuberculosis <> r207910,1,1,3,3,1,1,0,1,1,0
tuberculosis <> silymarin,0,0,0,2,1,1,0,0,0,0
tuberculosis <> sirolimus,1,1,1,2,1,1,1,0,0,0
tuberous sclerosis <> mtor inhibitor,1,2,8,4,6,10,4,5,8,0
tuberous sclerosis <> mtor inhibitors,1,2,4,3,4,9,6,3,8,0
"tumor grade 3, general grading system <> temozolomide",0,1,1,1,1,1,0,0,1,0
tumor hypoxia <> fluoromisonidazole,0,2,4,3,1,1,0,0,0,0
tumor hypoxia <> fluoromisonidazole (18-f),0,2,4,3,1,1,0,0,0,0
tumor hypoxia <> misonidazole,0,2,4,3,1,1,0,0,0,0
turner syndrome <> oxandrolone,0,1,1,2,1,1,0,0,0,0
"type 1 diabetes mellitus <> agent, immunosuppressive",0,1,1,0,1,1,0,1,1,0
type 1 diabetes mellitus <> alpha 1 antitrypsin,1,1,1,2,1,1,0,0,1,0
type 1 diabetes mellitus <> anti-cd25,0,1,9,1,1,1,0,0,1,0
type 1 diabetes mellitus <> arginine,0,1,2,2,2,2,0,0,1,0
type 1 diabetes mellitus <> c-peptide,0,2,6,5,8,15,0,4,11,0
type 1 diabetes mellitus <> ctla4-ig,1,4,14,3,3,8,1,0,6,0
type 1 diabetes mellitus <> dexamethasone,1,2,9,3,4,4,0,0,2,0
type 1 diabetes mellitus <> diapep 277,1,1,1,1,1,1,1,0,1,0
type 1 diabetes mellitus <> dpp-iv inhibitors,0,1,1,3,1,1,1,1,1,0
type 1 diabetes mellitus <> estradiol,1,2,2,3,3,4,0,2,3,0
type 1 diabetes mellitus <> etanercept,1,2,4,2,2,2,0,1,2,0
type 1 diabetes mellitus <> exenatide,1,3,10,5,5,12,3,4,9,0
type 1 diabetes mellitus <> gamma-aminobutyrate,1,1,2,2,2,3,0,2,2,0
type 1 diabetes mellitus <> gamma-aminobutyric acid,1,1,2,2,2,3,0,2,2,0
type 1 diabetes mellitus <> gastric inhibitory polypeptide,0,1,1,2,1,1,0,0,1,0
type 1 diabetes mellitus <> glucagon-like peptide 1,1,3,13,5,5,14,1,3,12,0
type 1 diabetes mellitus <> glucose,0,1,1,1,1,1,0,0,0,0
type 1 diabetes mellitus <> glutamine,0,1,1,1,1,1,0,0,1,0
type 1 diabetes mellitus <> granulocyte colony stimulating factor,1,1,5,2,3,4,0,0,3,0
type 1 diabetes mellitus <> hsp60 protein,1,2,2,2,2,2,1,1,2,0
type 1 diabetes mellitus <> hydrocortisone,0,1,1,1,1,1,0,0,1,0
type 1 diabetes mellitus <> imatinib,1,1,3,0,1,1,0,0,1,0
type 1 diabetes mellitus <> insulin-like growth factor i,1,2,5,3,6,6,1,1,5,0
type 1 diabetes mellitus <> interferon alfa,1,2,8,3,1,4,3,0,0,0
type 1 diabetes mellitus <> interleukin-1,0,1,4,2,2,3,0,0,0,0
type 1 diabetes mellitus <> leptin,1,2,7,5,3,9,0,1,8,0
"type 1 diabetes mellitus <> lymphocyte immune globulin, anti thymocyte globulin",1,1,6,3,3,5,0,0,5,0
type 1 diabetes mellitus <> naloxone,0,1,1,1,1,1,0,0,1,0
type 1 diabetes mellitus <> naltrexone,0,1,1,2,1,1,0,1,1,0
type 1 diabetes mellitus <> pegylated granulocyte colony-stimulating factor,1,1,1,1,1,1,0,0,0,0
type 1 diabetes mellitus <> pituitary growth hormone,0,1,2,2,2,2,0,1,2,0
type 1 diabetes mellitus <> sirolimus,1,4,23,4,8,27,2,7,21,0
type 1 diabetes mellitus <> substance with interleukin 1 receptor antagonist mechanism of action,1,2,10,4,4,6,1,0,4,0
type 1 diabetes mellitus <> tacrolimus,1,3,6,2,5,8,0,1,2,0
type 1 diabetes mellitus <> taurine,1,2,3,2,4,4,1,1,3,0
type 1 diabetes mellitus <> tumor necrosis factor alpha,1,1,4,3,3,3,0,2,1,0
type 1 diabetes mellitus <> tyrosine kinase inhibitor,1,1,2,1,1,1,1,0,1,0
type 1 diabetes mellitus <> vascular endothelial growth factor a,0,2,1,2,1,1,0,0,1,0
"type 2 diabetes mellitus <> 3 inhibitor, phosphodiesterase",0,1,0,1,1,1,0,0,1,0
type 2 diabetes mellitus <> acetylcysteine,1,2,13,3,10,21,3,3,11,0
type 2 diabetes mellitus <> alpha 1 antitrypsin,1,1,6,2,1,1,0,0,1,0
type 2 diabetes mellitus <> amiloride,0,1,1,2,1,2,0,0,2,0
type 2 diabetes mellitus <> anti-lfa-1 monoclonal antibody,0,1,1,3,1,1,0,0,0,0
type 2 diabetes mellitus <> atropine,0,1,3,2,3,3,0,0,3,0
type 2 diabetes mellitus <> bcaas,0,1,4,1,1,1,0,1,1,0
type 2 diabetes mellitus <> bezafibrate,0,1,1,2,1,1,0,1,1,0
type 2 diabetes mellitus <> biguanides,0,2,3,2,3,3,0,0,2,0
type 2 diabetes mellitus <> bile acid,0,1,2,3,2,2,1,2,1,0
type 2 diabetes mellitus <> calcitriol,0,2,6,2,4,4,0,0,2,0
type 2 diabetes mellitus <> carnitine,0,1,1,1,1,1,0,0,1,0
type 2 diabetes mellitus <> carnosine,0,0,1,2,1,1,0,0,1,0
type 2 diabetes mellitus <> chromium,0,2,5,4,4,7,1,2,5,0
type 2 diabetes mellitus <> da 1229,1,1,4,2,1,1,0,0,1,0
type 2 diabetes mellitus <> endogenous antioxidants,1,2,10,3,6,8,1,1,6,0
"type 2 diabetes mellitus <> fatty acids, monounsaturated",0,1,0,2,1,1,1,1,0,0
"type 2 diabetes mellitus <> fatty acids, unsaturated",0,2,3,2,4,4,0,0,2,0
type 2 diabetes mellitus <> gastric inhibitory polypeptide,1,4,13,5,8,26,4,4,21,0
type 2 diabetes mellitus <> glucose,1,2,3,3,3,4,1,1,3,0
"type 2 diabetes mellitus <> glycols, polyethylene",0,1,1,2,1,1,0,0,1,0
type 2 diabetes mellitus <> granulocyte colony stimulating factor,0,1,1,2,1,1,0,1,1,0
type 2 diabetes mellitus <> ibuprofen,1,1,1,1,1,1,0,0,1,0
type 2 diabetes mellitus <> imatinib,0,2,3,2,2,2,0,0,2,0
type 2 diabetes mellitus <> lansoprazole,1,1,0,2,1,1,1,0,1,0
type 2 diabetes mellitus <> leptin,1,2,3,2,2,3,0,0,0,0
type 2 diabetes mellitus <> lycopene,0,1,1,1,1,1,0,1,1,0
"type 2 diabetes mellitus <> mesylate, imatinib",0,2,3,2,2,2,0,0,2,0
type 2 diabetes mellitus <> muromonab cd3,1,1,4,2,1,1,0,0,1,0
type 2 diabetes mellitus <> nitrate,0,1,0,0,1,1,0,0,1,0
type 2 diabetes mellitus <> peptidyl-dipeptidase a,0,1,2,2,1,2,0,1,0,0
type 2 diabetes mellitus <> resveratrol,1,4,15,4,8,28,3,15,26,0
