drug_name,tested_both_sexes,species_unique,strain_unique,assay_unique,country_unique,articles_total,articles_blinding,articles_randomization,articles_welfare,target
parkinsonian disorder <> cabergoline,0,2,1,2,2,2,1,0,0,0
parkinsonian disorder <> dopamine agonist,0,2,2,3,3,4,0,1,1,0
parkinsonian disorder <> lisuride,0,1,0,0,1,1,1,0,0,0
parkinsonian disorder <> melatonin,0,1,2,2,2,2,0,0,1,0
parkinsonian disorder <> nicotine,0,3,5,3,3,4,0,0,1,0
pediatric meningioma <> everolimus,0,0,0,1,1,1,0,0,0,0
pediatric meningioma <> hydroxyurea,0,1,1,2,1,3,0,0,1,0
pediatric meningioma <> temozolomide,1,1,1,4,1,2,0,0,2,0
pediatric meningioma <> verapamil,0,1,2,2,2,3,1,0,2,0
peripheral neuropathy <> amitriptyline,0,1,1,3,1,1,1,1,1,0
peripheral neuropathy <> capsaicin,0,2,2,2,3,3,2,3,3,0
peripheral neuropathy <> clonidine,0,1,1,3,1,2,0,0,2,0
peripheral neuropathy <> doxycycline,0,2,3,5,2,3,0,1,3,0
"peripheral neuropathy <> fatty acids, omega-3",0,1,1,2,2,2,0,1,1,0
peripheral neuropathy <> methadone,0,1,1,2,1,1,1,0,1,0
peripheral neuropathy <> minocycline,0,2,4,3,4,5,3,2,5,0
peripheral neuropathy <> vascular endothelial growth factor a,0,2,3,4,1,1,0,0,1,0
peripheral neuropathy <> vincristine,0,1,1,2,1,1,0,1,1,0
peripheral neuropathy <> vitamin e,0,1,2,3,4,4,0,1,4,0
polyneuropathy <> vitamin e,0,1,1,1,1,1,1,1,1,0
post-stroke <> levetiracetam,0,1,0,2,1,1,1,1,1,0
post-traumatic epilepsy <> acetaminophen,0,1,1,2,1,1,0,0,1,0
"post-traumatic epilepsy <> fatty acids, omega-3",1,1,2,3,1,1,0,0,1,0
post-traumatic epilepsy <> ibuprofen,0,1,1,2,1,1,0,0,1,0
post-traumatic epilepsy <> melatonin,1,2,3,3,3,3,1,2,3,0
postherpetic neuralgia <> amitriptyline,0,1,1,3,1,1,1,1,1,0
postherpetic neuralgia <> lamotrigine,0,1,1,1,1,1,0,0,1,0
postherpetic neuralgia <> valacyclovir,0,1,2,3,1,1,0,0,1,0
primary progressive multiple sclerosis <> methylprednisolone,0,0,0,2,1,1,0,0,1,0
prion disease <> doxycycline,0,1,1,4,2,3,0,1,1,0
prion disease <> quinacrine,1,1,4,4,3,4,0,0,2,0
psychostimulant addiction <> cocaine,0,1,0,1,1,1,0,0,0,0
recurrent glioblastoma multiforme <> bevacizumab,0,1,0,4,1,1,0,0,1,0
recurrent glioblastoma multiforme <> temozolomide,0,1,0,4,1,1,0,0,1,0
recurrent glioma <> bevacizumab,0,1,0,4,1,1,0,0,1,0
recurrent glioma <> temozolomide,1,1,1,4,2,2,0,1,2,0
refractory depression <> lithium,0,1,1,0,1,1,0,0,0,0
refractory epilepsy <> aed,1,1,1,2,1,1,0,0,1,0
refractory epilepsy <> aeds,1,1,2,2,1,2,1,0,1,0
refractory epilepsy <> verapamil,0,1,0,1,1,1,0,0,0,0
relapsing-remitting multiple sclerosis <> beta 1 interferon,0,2,0,2,1,1,0,0,0,0
relapsing-remitting multiple sclerosis <> minocycline,1,1,1,4,1,1,0,0,1,0
relapsing-remitting multiple sclerosis <> monoclonal antibody,0,1,1,4,1,1,0,0,1,0
respiratory depression <> midazolam,0,1,1,1,1,1,0,0,1,0
schizophrenia <> (-)-pramipexole,0,1,1,2,2,2,0,0,0,0
"schizophrenia <> 2 inhibitor, cyclooxygenase",0,1,1,3,1,1,0,0,1,0
"schizophrenia <> 3-(2,4-dimethoxybenzylidene)anabaseine",0,3,3,3,1,6,0,1,3,0
schizophrenia <> ampakines,0,2,2,2,2,3,0,0,0,0
schizophrenia <> amphetamine,1,5,30,5,16,70,16,29,51,0
schizophrenia <> arginine,0,1,2,2,2,2,0,2,1,0
schizophrenia <> avl-3288,0,1,2,3,2,3,3,1,3,0
schizophrenia <> bf2.649,0,1,2,2,1,1,0,0,1,0
schizophrenia <> butyrophenone,0,2,1,3,2,4,0,0,1,0
schizophrenia <> caffeine,1,2,6,3,4,8,1,5,4,0
schizophrenia <> cannabidiol,1,3,13,4,12,36,8,16,34,0
schizophrenia <> cannabinoid,1,2,17,5,12,43,10,14,39,0
schizophrenia <> cholecalciferol,1,1,1,2,1,1,0,1,1,0
schizophrenia <> clonidine,1,1,6,4,4,12,3,4,8,0
schizophrenia <> clz,1,2,7,4,7,10,3,5,9,0
schizophrenia <> cysteamine,0,2,1,1,1,1,0,0,1,0
schizophrenia <> d-amino acid oxidase inhibitor,0,2,3,3,1,2,0,0,2,0
schizophrenia <> d1 agonist,0,1,1,1,1,1,0,0,1,0
schizophrenia <> d2 antagonism,1,1,1,2,1,1,0,0,1,0
schizophrenia <> daao inhibitor,0,1,1,2,1,1,0,0,1,0
schizophrenia <> desipramine,0,2,3,4,5,7,0,2,3,0
schizophrenia <> digoxin,0,0,0,1,1,2,0,1,0,0
schizophrenia <> dronabinol,1,3,9,4,12,25,10,9,24,0
schizophrenia <> endocannabinoids,0,2,3,4,2,3,0,0,3,0
schizophrenia <> glutathione,0,1,1,2,1,1,0,1,1,0
schizophrenia <> glycine transporter inhibitor,1,2,2,3,3,3,1,2,3,0
schizophrenia <> glyt-1 inhibitor,0,2,1,2,2,2,1,1,2,0
schizophrenia <> glyt1 inhibitor,1,3,11,3,3,5,0,2,5,0
schizophrenia <> histamine,1,2,2,3,2,2,0,1,2,0
schizophrenia <> homocysteine,0,1,0,1,1,1,0,0,0,0
schizophrenia <> isradipine,1,0,0,3,1,1,0,0,0,0
schizophrenia <> ketoconazole,0,1,1,2,1,1,0,0,0,0
schizophrenia <> l-spd,0,1,1,3,1,2,0,0,2,0
schizophrenia <> levetiracetam,0,2,2,1,1,2,0,0,2,0
schizophrenia <> levodopa,0,1,1,1,1,1,0,1,1,0
schizophrenia <> lysine,0,2,1,2,1,1,0,0,1,0
schizophrenia <> mecamylamine,1,2,6,4,3,15,2,3,9,0
schizophrenia <> methamphetamine,1,1,2,3,3,7,2,1,3,0
schizophrenia <> mglu2/3 agonist,0,1,1,2,1,1,0,1,1,0
schizophrenia <> midazolam,0,1,1,2,1,1,0,1,1,0
schizophrenia <> mood stabilizers,0,2,2,2,2,2,0,2,2,0
schizophrenia <> neuroleptic,1,2,3,5,6,12,2,2,7,0
schizophrenia <> nicotinic acid,1,1,1,2,1,1,1,1,0,0
schizophrenia <> nicotinic agonist,0,1,0,2,1,1,0,0,1,0
schizophrenia <> nicotinic antagonist,1,2,1,3,1,2,0,0,0,0
schizophrenia <> nitroprusside,1,2,6,3,6,12,2,9,10,0
"schizophrenia <> nitroprusside, sodium",1,2,6,3,6,12,2,9,10,0
schizophrenia <> norclozapine,0,1,1,2,1,1,0,1,1,0
schizophrenia <> ola,1,1,2,2,2,4,0,1,4,0
schizophrenia <> org 24448,0,1,1,1,1,1,0,0,0,0
"schizophrenia <> oxide, nitric",1,1,2,1,2,2,0,1,1,0
schizophrenia <> papaverine,0,2,7,4,2,3,1,1,1,0
schizophrenia <> partial dopamine agonist,0,1,1,2,1,1,0,0,0,0
schizophrenia <> pentazocine,1,2,2,1,2,4,0,0,2,0
schizophrenia <> pergolide,0,1,1,4,2,3,1,0,1,0
schizophrenia <> pf-04958242,0,2,0,1,1,1,1,1,1,0
schizophrenia <> physostigmine,0,2,3,3,3,4,1,1,3,0
schizophrenia <> pipamperone,0,2,1,2,2,3,0,0,0,0
schizophrenia <> progesterone,0,1,0,0,1,1,0,0,0,0
schizophrenia <> rimonabant,0,1,1,2,1,1,0,0,1,0
schizophrenia <> rolipram,1,2,7,3,3,8,1,1,7,0
schizophrenia <> rp5063,0,1,1,3,1,1,1,1,1,0
schizophrenia <> secretin,0,1,1,0,1,1,0,0,0,0
schizophrenia <> selegiline,0,1,1,2,1,1,1,1,1,0
schizophrenia <> sertraline,0,1,2,3,2,2,1,1,1,0
schizophrenia <> slv 313,0,1,1,2,1,4,1,0,3,0
schizophrenia <> ssris,0,2,2,2,2,2,0,1,2,0
schizophrenia <> sulforaphane,1,1,2,3,2,2,0,1,2,0
schizophrenia <> tak-063,0,2,3,2,1,2,1,0,0,0
schizophrenia <> tamoxifen,1,1,1,2,1,1,0,0,1,0
schizophrenia <> tc 5619,1,2,4,1,1,1,1,0,1,0
schizophrenia <> vasopressin (usp),1,1,1,3,1,1,1,1,1,0
sciatic neuropathy <> gabapentin,0,1,1,1,1,1,0,1,0,0
sciatic neuropathy <> infliximab,1,2,1,2,1,2,2,1,2,0
sciatic neuropathy <> tumor necrosis factor alpha inhibitor,1,2,1,3,2,3,2,1,2,0
secondary progressive multiple sclerosis <> mis416,1,1,2,4,1,1,0,1,1,0
self-limited neonatal seizures <> phenobarbital,1,1,2,2,2,2,1,1,2,0
sensory peripheral neuropathy <> cisplatin,0,1,3,4,2,4,2,1,1,0
spinal cord injury <> anticholinergic agent,1,1,1,1,1,1,0,0,1,0
spinal cord injury <> botulinum toxin,0,2,1,4,2,2,1,1,2,0
spinal cord injury <> buspirone,0,1,1,2,1,2,0,0,2,0
spinal cord injury <> caffeine,0,2,2,5,2,3,1,2,3,0
spinal cord injury <> calcium,0,0,0,0,1,1,0,0,0,0
spinal cord injury <> carbidopa,0,1,1,1,1,1,0,0,1,0
spinal cord injury <> creatine,1,1,1,2,1,1,1,0,1,0
spinal cord injury <> cyproheptadine,1,2,3,4,5,5,2,0,4,0
spinal cord injury <> dextromethorphan,1,1,2,3,3,4,1,3,1,0
spinal cord injury <> erythropoietin,1,2,2,5,6,12,9,4,12,0
"spinal cord injury <> factor, hepatocyte growth",1,2,1,4,2,2,1,0,2,0
spinal cord injury <> ibuprofen,1,2,2,3,1,4,3,1,1,0
spinal cord injury <> incobotulinumtoxina,1,2,4,4,3,5,4,2,5,0
spinal cord injury <> levocarnitine,1,1,1,2,1,1,1,0,1,0
spinal cord injury <> levodopa,1,2,2,3,3,5,0,1,4,0
spinal cord injury <> lithium,1,1,1,2,1,2,0,2,2,0
spinal cord injury <> memantine,0,2,3,3,2,2,2,1,2,0
spinal cord injury <> minocycline,1,2,6,5,8,19,10,5,15,0
spinal cord injury <> mirabegron,1,1,1,1,1,1,0,0,1,0
spinal cord injury <> morphine,1,1,1,4,3,11,5,2,10,0
spinal cord injury <> nifedipine,0,1,1,2,1,1,0,0,0,0
spinal cord injury <> prednisolone,1,2,1,3,1,2,1,1,2,0
spinal cord injury <> riluzole,1,4,5,5,8,18,8,9,15,0
spinal cord injury <> serotonin,1,2,2,4,6,11,5,4,9,0
spinal cord injury <> steroid,1,3,3,4,5,5,1,2,3,0
spinal cord injury <> substance with receptor agonist mechanism of action (substance),1,2,2,4,2,2,1,1,2,0
spinal cord injury <> vitamin e,0,1,3,3,4,7,1,1,3,0
"stroke disorder <> (1,10-phenanthroline)(9,10-phenanthrenequinonediimine)rhodamine(iii)",0,1,1,2,1,1,0,0,0,0
stroke disorder <> abciximab,0,1,1,4,1,1,0,1,1,0
stroke disorder <> acadesine,0,2,2,4,1,1,0,0,1,0
stroke disorder <> acetazolamide,1,0,0,1,1,1,0,0,0,0
"stroke disorder <> acid, glycyrrhizic",0,1,1,3,1,1,0,1,0,0
"stroke disorder <> agents, iron chelating",0,2,2,4,2,3,1,1,1,0
stroke disorder <> albumin,0,1,1,5,3,9,5,3,9,0
stroke disorder <> aminoimidazole carboxamide,0,2,2,4,1,1,0,0,1,0
"stroke disorder <> angiogenin, ribonuclease, rnase a family, 5, human",0,1,0,3,1,1,0,0,1,0
stroke disorder <> arginine,1,2,4,4,6,8,4,4,7,0
stroke disorder <> astaxanthin,0,2,2,2,1,1,0,0,1,0
stroke disorder <> bu-yang-huan-wu-tang,0,1,1,5,1,1,1,1,1,0
stroke disorder <> carbamazepine,1,1,2,4,2,3,0,0,2,0
stroke disorder <> chorionic gonadotropin human,0,1,1,4,1,1,1,1,1,0
"stroke disorder <> citrate, sildenafil",0,2,2,4,2,2,1,1,2,0
stroke disorder <> citrulline,0,1,1,1,2,2,0,1,1,0
stroke disorder <> cycloserine,1,1,1,3,1,1,0,1,1,0
stroke disorder <> cyclosporine,0,3,7,4,6,15,2,5,11,0
stroke disorder <> darbepoetin alfa,0,1,1,1,1,1,0,0,1,0
stroke disorder <> deferoxamine,0,2,4,5,6,13,5,5,11,0
stroke disorder <> dexmedetomidine,0,2,4,5,6,14,9,6,12,0
stroke disorder <> drotrecogin-alfa,0,2,2,4,1,4,0,1,4,0
"stroke disorder <> erythropoietin (human, recombinant)",0,2,3,1,1,1,0,0,1,0
stroke disorder <> fingolimod,1,2,5,5,6,13,12,11,13,0
stroke disorder <> fty-720,0,2,5,4,3,9,8,3,9,0
stroke disorder <> granulocyte colony stimulating factor,1,2,4,5,4,12,8,7,8,0
stroke disorder <> hetastarch,1,1,1,0,1,1,0,1,0,0
stroke disorder <> human serum albumin,0,1,1,5,2,3,3,1,3,0
stroke disorder <> hydralazine,1,1,5,4,3,9,1,3,7,0
stroke disorder <> immunoglobulin fc fragments,0,1,0,2,1,1,1,0,1,0
stroke disorder <> inosine,0,2,3,4,1,3,2,2,2,0
stroke disorder <> iron,1,1,1,4,2,3,2,0,2,0
stroke disorder <> labetalol,0,1,1,2,1,1,0,0,1,0
stroke disorder <> levosimendan,1,1,0,1,1,1,1,1,1,0
stroke disorder <> lisinopril,0,1,2,3,1,1,0,1,1,0
stroke disorder <> lovastatin,0,1,2,4,2,3,0,1,0,0
stroke disorder <> mannitol,0,1,2,3,3,6,0,3,4,0
stroke disorder <> modafinil,0,2,1,4,1,2,1,1,2,0
stroke disorder <> nicotine,1,2,4,5,4,6,1,3,5,0
stroke disorder <> nitrate,0,1,2,3,1,1,0,0,1,0
stroke disorder <> nitrendipine,0,3,1,1,1,1,0,0,1,0
stroke disorder <> nitric oxide donor,0,1,1,3,1,1,1,1,1,0
stroke disorder <> nitrite,0,1,1,3,1,2,2,2,2,0
stroke disorder <> nitroglycerin,0,2,4,3,3,5,3,2,2,0
stroke disorder <> nitroprusside,1,2,1,3,2,5,3,4,4,0
"stroke disorder <> oxide, nitric",1,3,4,5,5,10,4,4,7,0
stroke disorder <> phentolamine,1,1,1,2,1,1,1,0,1,0
stroke disorder <> policosanol,0,0,0,2,1,1,0,0,1,0
stroke disorder <> protein c,0,2,2,4,1,4,0,1,4,0
stroke disorder <> quercetin,1,2,2,1,1,1,0,0,1,0
stroke disorder <> resveratrol,1,4,12,5,16,46,18,22,38,0
stroke disorder <> reteplase,0,3,2,5,4,5,1,1,2,0
stroke disorder <> revacept,0,1,0,2,1,1,1,0,1,0
stroke disorder <> selective serotonin reuptake inhibitor,0,2,4,4,4,6,3,3,6,0
stroke disorder <> sildenafil,0,2,3,5,10,14,7,8,14,0
stroke disorder <> ssris,0,1,1,4,2,2,2,2,2,0
stroke disorder <> steroid,0,3,3,3,1,3,2,0,2,0
stroke disorder <> streptokinase,1,1,2,3,1,4,1,1,1,0
stroke disorder <> thrombolysis,0,2,3,4,3,3,2,3,3,0
stroke disorder <> thrombolytic,1,4,10,5,7,20,8,10,12,0
stroke disorder <> thrombolytic therapy,1,2,2,4,2,2,0,1,1,0
stroke disorder <> thrombolytics,0,1,1,3,1,2,1,2,2,0
stroke disorder <> tocotrienols,0,2,2,3,1,2,0,2,1,0
stroke disorder <> ym 872,0,1,1,3,1,2,1,0,1,0
subarachnoid hemorrhage <> alteplase,1,5,2,3,4,6,3,2,3,0
"subarachnoid hemorrhage <> citrate, sildenafil",0,1,1,2,1,1,1,0,1,0
subarachnoid hemorrhage <> deferoxamine,1,5,3,5,5,10,3,6,8,0
subarachnoid hemorrhage <> dexmedetomidine,1,2,2,3,1,2,0,0,2,0
subarachnoid hemorrhage <> epoprostenol,1,1,0,0,1,1,0,0,0,0
subarachnoid hemorrhage <> erythropoietin,1,2,3,4,2,3,0,1,3,0
"subarachnoid hemorrhage <> erythropoietin (human, recombinant)",1,1,2,3,1,2,0,1,2,0
subarachnoid hemorrhage <> ibuprofen,0,0,0,0,1,1,0,0,0,0
subarachnoid hemorrhage <> minocycline,0,3,4,4,2,6,4,4,6,0
subarachnoid hemorrhage <> morphine,0,1,1,2,1,1,0,0,1,0
subarachnoid hemorrhage <> nitrite,0,1,1,2,1,1,1,1,1,0
"subarachnoid hemorrhage <> nitrite, sodium",0,1,0,2,1,1,1,1,1,0
subarachnoid hemorrhage <> sildenafil,0,2,2,4,2,2,2,0,2,0
"substance dependence <> 3,3'-di-(n-cyclopropylmethyl-4,5-epoxy-14-hydroxymorphinan-6-one-3-yl)carbonate",0,1,1,2,2,3,0,0,1,0
substance dependence <> 5-ht3 receptor antagonist,0,1,1,1,1,1,0,0,0,0
substance dependence <> acetylcysteine,0,2,4,3,2,4,3,1,4,0
substance dependence <> atomoxetine,0,1,1,1,1,1,0,0,1,0
substance dependence <> benzodiazepine,1,2,1,1,1,2,0,0,1,0
substance dependence <> buspirone,0,1,1,2,1,1,0,1,1,0
substance dependence <> cocaine,0,3,4,5,3,5,0,2,3,0
substance dependence <> dopamine,0,1,1,1,1,1,0,0,1,0
substance dependence <> ethanol,0,2,2,3,2,2,0,1,2,0
substance dependence <> methylphenidate,0,1,1,1,1,1,0,0,1,0
substance dependence <> morphine,1,4,8,5,8,18,2,5,14,0
substance dependence <> nicotine,0,2,4,3,5,9,0,2,8,0
substance dependence <> ondansetron,0,2,6,3,2,2,1,1,1,0
substance dependence <> opioid receptor antagonists,0,1,1,2,1,1,0,0,0,0
substance dependence <> propranolol,0,1,1,1,1,1,0,0,1,0
substance dependence <> psilocybin,0,0,0,1,1,1,0,1,1,0
substance dependence <> varenicline,1,2,4,1,2,4,0,2,3,0
sympathetic paraganglioma <> dotatate,0,1,1,4,1,1,0,1,1,0
sympathetic paraganglioma <> lutetium dotatate lu-177,0,1,1,4,1,1,0,1,1,0
sympathetic paraganglioma <> somatostatin analog,0,0,0,1,1,1,0,0,0,0
sympathetic paraganglioma <> temozolomide,1,1,0,3,1,1,0,0,0,0
sympathetic paraganglioma <> vascular endothelial growth factor a,0,1,0,0,1,1,0,0,0,0
tbi <> minocycline,1,1,0,3,1,1,1,0,1,0
temporal lobe epilepsy <> selective serotonin reuptake inhibitor,0,1,1,2,1,1,0,1,1,0
traumatic brain injury <> adrenal cortex hormone,0,2,3,3,2,3,0,2,2,0
"traumatic brain injury <> alfa, epoetin",0,2,1,4,2,2,0,2,2,0
traumatic brain injury <> argipressin,0,1,0,3,1,3,3,3,3,0
traumatic brain injury <> atorvastatin,0,2,3,5,3,7,4,5,4,0
traumatic brain injury <> carbamazepine,0,0,1,1,1,1,0,0,0,0
traumatic brain injury <> chloral,0,1,1,0,1,1,1,1,0,0
"traumatic brain injury <> citrate, sildenafil",1,1,1,1,1,1,0,1,1,0
traumatic brain injury <> clonidine,0,1,1,2,1,1,1,1,1,0
traumatic brain injury <> cycloserine,0,2,2,3,2,2,1,1,1,0
traumatic brain injury <> cyclosporine,1,3,5,5,7,25,12,9,18,0
traumatic brain injury <> escitalopram,1,1,1,1,1,1,1,1,1,0
traumatic brain injury <> estrogens,1,1,2,4,2,2,1,1,1,0
"traumatic brain injury <> estrogens, conjugated (usp)",0,1,1,3,1,1,1,1,1,0
"traumatic brain injury <> fatty acids, omega-3",0,2,2,5,3,5,2,4,5,0
traumatic brain injury <> glyburide,0,1,2,5,3,4,2,2,3,0
"traumatic brain injury <> hydrate, chloral",0,1,1,0,1,1,1,1,0,0
traumatic brain injury <> hypertonic saline solutions,0,2,2,5,3,5,3,3,5,0
traumatic brain injury <> ibuprofen,0,2,2,5,1,4,1,2,4,0
traumatic brain injury <> magnesium,1,1,2,5,3,7,1,5,4,0
traumatic brain injury <> minocycline,1,2,9,5,9,30,13,15,28,0
traumatic brain injury <> nerve growth factor,1,2,1,4,2,5,0,2,3,0
traumatic brain injury <> neurosteroids,1,0,0,1,2,2,0,0,0,0
traumatic brain injury <> nnz 2566,1,1,1,3,2,3,0,0,3,0
traumatic brain injury <> pentobarbital,0,1,1,0,1,1,0,1,0,0
traumatic brain injury <> phenylephrine,0,1,0,3,1,2,2,2,2,0
"traumatic brain injury <> pregnanolone, (3beta, 5alpha)-isomer",1,1,3,4,2,8,0,5,5,0
traumatic brain injury <> pregnenolone,0,1,1,1,1,1,0,0,1,0
traumatic brain injury <> premarin,0,1,1,3,1,1,1,1,1,0
traumatic brain injury <> sevoflurane,1,2,3,5,4,10,2,6,10,0
traumatic brain injury <> sildenafil,1,1,2,4,2,2,0,1,2,0
traumatic brain injury <> sodium,0,1,1,3,1,1,1,1,1,0
traumatic brain injury <> valproate,1,3,4,5,5,33,12,21,30,0
traumatic brain injury <> valproic acid,1,3,4,5,4,28,9,18,26,0
traumatic brain injury <> vasopressin (usp),0,0,0,3,1,1,1,1,1,0
trigeminal neuralgia <> incobotulinumtoxina,0,1,1,4,3,3,1,1,3,0
trigeminal neuralgia <> l-baclofen,0,1,1,1,1,1,0,0,0,0
trigeminal neuralgia <> lidocaine,0,1,2,5,3,5,0,0,5,0
acquired aneurysmal subarachnoid hemorrhage <> ketamine,1,3,0,5,1,1,1,1,1,1
acquired aneurysmal subarachnoid hemorrhage <> nimodipine,0,3,5,4,3,5,2,1,3,1
acquired aneurysmal subarachnoid hemorrhage <> urokinase,0,1,1,1,1,1,1,1,1,1
acquired peripheral neuropathy <> baclofen,1,1,2,3,5,6,1,2,5,1
acquired peripheral neuropathy <> botulinum toxin type a,0,2,3,4,3,5,3,3,5,1
acquired peripheral neuropathy <> capsaicin,1,2,2,5,2,3,2,0,3,1
acquired peripheral neuropathy <> carbamazepine,1,1,1,1,2,3,0,0,1,1
acquired peripheral neuropathy <> dexamethasone,0,1,3,3,2,3,2,1,3,1
acquired peripheral neuropathy <> eslicarbazepine,0,1,2,3,1,3,3,0,3,1
acquired peripheral neuropathy <> gabapentin,1,2,5,4,7,10,7,5,8,1
acquired peripheral neuropathy <> lamotrigine,0,1,1,2,1,1,1,1,1,1
acquired peripheral neuropathy <> lidocaine,0,1,2,4,2,3,0,0,3,1
acquired peripheral neuropathy <> pregabalin,0,2,4,4,3,6,3,3,6,1
acquired peripheral neuropathy <> sumatriptan,0,1,3,4,3,3,1,2,3,1
acute embolic stroke <> alteplase,0,1,1,2,2,2,1,1,1,1
acute seizures <> midazolam,0,1,1,0,1,1,0,0,1,1
alzheimer disease <> (18)f-florzolotau,1,1,3,2,1,1,0,0,1,1
alzheimer disease <> 2-(n-cyclohexylamino)ethanesulfonic acid,1,3,4,5,5,9,1,2,4,1
alzheimer disease <> acetaminophen,0,1,0,3,1,1,0,0,1,1
alzheimer disease <> acetylcarnitine,1,2,5,3,5,9,0,3,3,1
alzheimer disease <> achei,0,6,2,4,4,8,0,2,6,1
alzheimer disease <> achelase i,0,1,1,2,1,1,0,0,0,1
"alzheimer disease <> acid, docosahexaenoic",1,2,9,5,4,17,3,4,11,1
alzheimer disease <> adrenal cortex hormone,1,1,1,4,4,7,1,2,4,1
alzheimer disease <> aducanumab,1,1,0,4,1,1,1,1,1,1
alzheimer disease <> alpha tocopherol,0,3,5,2,4,4,0,0,1,1
alzheimer disease <> anavex2-73,0,1,1,4,1,3,0,0,3,1
alzheimer disease <> anti-dementia,1,2,0,2,1,1,1,1,1,1
alzheimer disease <> atorvastatin,1,2,3,2,3,4,0,1,2,1
alzheimer disease <> atropine,1,4,10,5,9,19,2,1,9,1
alzheimer disease <> bapineuzumab,0,1,0,1,1,1,0,0,1,1
alzheimer disease <> bupropion,0,1,0,0,1,1,0,0,0,1
alzheimer disease <> bupropion hydrochloride,0,1,0,0,1,1,0,0,0,1
alzheimer disease <> by ache,1,2,8,4,6,12,2,3,6,1
alzheimer disease <> cannabinoid,1,2,5,5,9,18,3,2,10,1
alzheimer disease <> carnecin,0,0,0,2,1,1,0,0,0,1
alzheimer disease <> carvedilol,1,2,2,3,2,2,1,1,2,1
alzheimer disease <> cholesterol,0,2,2,2,3,3,0,0,1,1
alzheimer disease <> cholinesterase,0,2,1,2,2,2,0,0,0,1
alzheimer disease <> cholinesterase inhibitor,1,4,5,4,9,21,1,7,4,1
alzheimer disease <> copper sulfate anhydrous,0,1,1,3,1,1,0,1,1,1
alzheimer disease <> cyclosporine,1,2,8,5,9,19,0,3,9,1
alzheimer disease <> dextroamphetamine,0,1,0,1,1,1,0,1,1,1
alzheimer disease <> dextromethorphan,0,2,7,4,3,5,0,2,4,1
alzheimer disease <> docosahexaenoate,1,2,9,5,4,17,3,4,11,1
alzheimer disease <> donepezil,0,1,1,1,2,2,0,1,0,1
alzheimer disease <> donepezil hydrochloride,0,1,1,1,2,2,0,1,0,1
alzheimer disease <> e 2020,1,3,7,4,6,12,0,2,7,1
alzheimer disease <> eicosapentaenoate,0,2,5,3,6,12,2,6,7,1
alzheimer disease <> eicosapentaenoic acid,0,2,5,3,6,12,2,6,7,1
alzheimer disease <> ena 713,0,1,1,3,2,3,0,0,3,1
alzheimer disease <> epigallocatechin gallate,1,2,10,5,5,8,4,1,7,1
alzheimer disease <> estrogens,1,2,2,3,4,11,0,1,2,1
alzheimer disease <> exelon,0,1,0,0,1,1,0,0,1,1
"alzheimer disease <> fatty acids, omega-3",1,2,12,5,14,22,8,9,14,1
alzheimer disease <> florbetaben,0,2,1,2,1,1,0,0,1,1
alzheimer disease <> florbetaben (18-f),0,2,1,2,1,1,0,0,1,1
alzheimer disease <> florbetapir,1,2,2,3,2,2,0,0,1,1
alzheimer disease <> florbetapir (18-f),1,2,2,3,1,1,0,0,1,1
alzheimer disease <> flurbiprofen,1,2,3,4,4,13,4,3,8,1
alzheimer disease <> folate,1,1,1,2,1,3,0,0,0,1
alzheimer disease <> folic acid,0,1,1,2,1,2,1,0,1,1
alzheimer disease <> gabapentin,1,2,1,2,1,2,1,0,1,1
alzheimer disease <> galantamine,0,2,3,3,1,3,0,2,1,1
alzheimer disease <> gantenerumab,1,2,2,4,1,2,2,2,2,1
alzheimer disease <> glucagon-like peptide 1,1,2,7,5,4,17,6,5,9,1
alzheimer disease <> glucagon-like peptide 1 receptor agonist,1,2,14,5,9,31,5,18,28,1
alzheimer disease <> glucose,0,0,0,1,1,1,0,0,0,1
alzheimer disease <> glutathione,1,2,3,3,7,13,1,1,7,1
alzheimer disease <> guanfacine,0,1,2,0,1,1,0,0,1,1
alzheimer disease <> gv-971,1,1,2,3,1,1,0,1,1,1
alzheimer disease <> histamine,1,2,2,4,4,5,0,0,2,1
alzheimer disease <> histidine,0,1,2,4,4,4,0,0,1,1
alzheimer disease <> huperzine a,1,5,15,5,11,49,4,21,36,1
alzheimer disease <> hydroxymethylglutaryl coa reductase inhibitors,1,3,5,2,4,6,0,0,0,1
alzheimer disease <> ibuprofen,1,2,2,4,4,8,1,2,2,1
alzheimer disease <> icosapent ethyl,0,1,1,2,1,1,0,1,1,1
alzheimer disease <> idalopirdine,0,1,1,3,1,1,0,0,1,1
alzheimer disease <> indomethacin,1,2,5,4,6,12,3,4,2,1
alzheimer disease <> insulin,1,2,13,5,17,49,2,15,36,1
alzheimer disease <> interleukin,1,2,5,5,5,12,9,6,10,1
alzheimer disease <> lacosamide,0,2,2,2,1,1,0,0,1,1
alzheimer disease <> latrepirdine,0,2,2,2,2,2,0,0,0,1
alzheimer disease <> lecozotan,1,2,1,2,1,1,0,0,1,1
alzheimer disease <> lemborexant,0,1,0,2,1,1,0,1,1,1
alzheimer disease <> levodopa,0,1,1,1,1,1,0,0,1,1
alzheimer disease <> liraglutide,1,2,10,5,6,21,4,14,18,1
alzheimer disease <> lithium,1,3,8,5,12,34,10,7,13,1
alzheimer disease <> lovastatin,1,3,3,2,3,3,0,1,0,1
alzheimer disease <> lu ae58054,0,1,1,4,2,4,0,1,4,1
